zip,cust_id,place_name,county,city,state,region
97522,89652.0,Butte Falls,Jackson,Butte Falls,OR,West
61276,89653.0,Preemption,Mercer,Preemption,IL,Midwest
2633,89654.0,Chatham,Barnstable,Chatham,MA,Northeast
80826,89655.0,Limon,Lincoln,Limon,CO,West
61637,89656.0,Peoria,Peoria,Peoria,IL,Midwest
80467,89657.0,Oak Creek,Routt,Oak Creek,CO,West
10470,89658.0,Bronx,Bronx,Bronx,NY,Northeast
77708,89659.0,Beaumont,Jefferson,Beaumont,TX,South
11560,89660.0,Locust Valley,Nassau,Locust Valley,NY,Northeast
67058,89661.0,Harper,Harper,Harper,KS,Midwest
42757,89662.0,Magnolia,Larue,Magnolia,KY,South
69167,89663.0,Tryon,McPherson,Tryon,NE,Midwest
39152,89664.0,Pulaski,Scott,Pulaski,MS,South
83002,89665.0,Jackson,Teton,Jackson,WY,West
29420,89666.0,North Charleston,Dorchester,North Charleston,SC,South
33756,89667.0,Clearwater,Pinellas,Clearwater,FL,South
91603,89668.0,North Hollywood,Los Angeles,North Hollywood,CA,West
21804,89669.0,Salisbury,Wicomico,Salisbury,MD,South
12493,89670.0,West Park,Ulster,West Park,NY,Northeast
68119,89671.0,Omaha,Douglas,Omaha,NE,Midwest
21279,89672.0,Baltimore,Baltimore (city),Baltimore,MD,South
88580,89673.0,El Paso,El Paso,El Paso,TX,South
55566,89674.0,Young America,Carver,Young America,MN,Midwest
8641,89675.0,Trenton,Burlington,Trenton,NJ,Northeast
12481,89676.0,Shokan,Ulster,Shokan,NY,Northeast
31601,89677.0,Valdosta,Lowndes,Valdosta,GA,South
64014,89678.0,Blue Springs,Jackson,Blue Springs,MO,Midwest
96087,89679.0,Shasta,Shasta,Shasta,CA,West
66610,89680.0,Topeka,Shawnee,Topeka,KS,Midwest
13815,89681.0,Norwich,Chenango,Norwich,NY,Northeast
56944,89682.0,Washington,Washington,Washington,DC,South
16422,89683.0,Harmonsburg,Crawford,Harmonsburg,PA,Northeast
30720,89684.0,Dalton,Whitfield,Dalton,GA,South
20398,89685.0,Washington,District of Columbia,Washington,DC,South
77205,89686.0,Houston,Harris,Houston,TX,South
61831,89687.0,Collison,Vermilion,Collison,IL,Midwest
51108,89688.0,Sioux City,Woodbury,Sioux City,IA,Midwest
64802,89689.0,Joplin,Jasper,Joplin,MO,Midwest
99639,89690.0,Ninilchik,Kenai Peninsula,Ninilchik,AK,West
70151,89691.0,New Orleans,Orleans,New Orleans,LA,South
21030,89692.0,Cockeysville,Baltimore,Cockeysville,MD,South
97637,89693.0,Plush,Lake,Plush,OR,West
16432,89694.0,Riceville,Crawford,Riceville,PA,Northeast
90260,89695.0,Lawndale,Los Angeles,Lawndale,CA,West
37336,89696.0,Georgetown,Meigs,Georgetown,TN,South
71104,89697.0,Shreveport,Caddo,Shreveport,LA,South
44254,89698.0,Lodi,Medina,Lodi,OH,Midwest
95628,89699.0,Fair Oaks,Sacramento,Fair Oaks,CA,West
41018,89700.0,Erlanger,Kenton,Erlanger,KY,South
80280,89701.0,Denver,Denver,Denver,CO,West
16433,53325.0,Saegertown,Crawford,Saegertown,PA,Northeast
36061,89702.0,Perote,Bullock,Perote,AL,South
89834,89703.0,Tuscarora,Elko,Tuscarora,NV,West
88325,89704.0,High Rolls Mountain Park,Otero,High Rolls Mountain Park,NM,West
43115,89705.0,Clarksburg,Ross,Clarksburg,OH,Midwest
58210,89706.0,Adams,Walsh,Adams,ND,Midwest
1226,89707.0,Dalton,Berkshire,Dalton,MA,Northeast
60694,89708.0,Chicago,Cook,Chicago,IL,Midwest
92859,89709.0,Orange,Orange,Orange,CA,West
13904,89710.0,Binghamton,Broome,Binghamton,NY,Northeast
76354,89711.0,Burkburnett,Wichita,Burkburnett,TX,South
70038,89712.0,Boothville,Plaquemines,Boothville,LA,South
95206,89713.0,Stockton,San Joaquin,Stockton,CA,West
13683,89714.0,Rooseveltown,St. Lawrence,Rooseveltown,NY,Northeast
3298,89715.0,Tilton,Belknap,Tilton,NH,Northeast
47866,89716.0,Pimento,Vigo,Pimento,IN,Midwest
39086,89717.0,Hermanville,Claiborne,Hermanville,MS,South
6409,89718.0,Centerbrook,Middlesex,Centerbrook,CT,Northeast
70774,89719.0,Saint Amant,Ascension,Saint Amant,LA,South
50229,89720.0,Prole,Warren,Prole,IA,Midwest
95192,89721.0,San Jose,Santa Clara,San Jose,CA,West
3032,89722.0,Auburn,Rockingham,Auburn,NH,Northeast
41772,89723.0,Vest,Knott,Vest,KY,South
10933,89724.0,Johnson,Orange,Johnson,NY,Northeast
77240,89725.0,Houston,Harris,Houston,TX,South
29405,89726.0,North Charleston,Charleston,North Charleston,SC,South
42128,89727.0,Drake,Warren,Drake,KY,South
76099,89728.0,Grapevine,Tarrant,Grapevine,TX,South
37068,89729.0,Franklin,Williamson,Franklin,TN,South
65351,89730.0,Sweet Springs,Saline,Sweet Springs,MO,Midwest
91462,89731.0,Los Angeles,Los Angeles,Los Angeles,CA,West
50347,89732.0,Des Moines,Polk,Des Moines,IA,Midwest
99631,89733.0,Moose Pass,Kenai Peninsula,Moose Pass,AK,West
79540,89734.0,Old Glory,Stonewall,Old Glory,TX,South
78214,89735.0,San Antonio,Bexar,San Antonio,TX,South
53718,89736.0,Madison,Dane,Madison,WI,Midwest
24136,89737.0,Pembroke,Giles,Pembroke,VA,South
58782,89738.0,Sherwood,Renville,Sherwood,ND,Midwest
32359,89739.0,Steinhatchee,Taylor,Steinhatchee,FL,South
36532,89740.0,Fairhope,Baldwin,Fairhope,AL,South
87321,89741.0,Ramah,McKinley,Ramah,NM,West
17301,89742.0,Abbottstown,Adams,Abbottstown,PA,Northeast
88426,89743.0,Logan,Quay,Logan,NM,West
71638,89744.0,Dermott,Chicot,Dermott,AR,South
4455,89745.0,Lee,Penobscot,Lee,ME,Northeast
80911,89746.0,Colorado Springs,El Paso,Colorado Springs,CO,West
21715,89747.0,Brownsville,Washington,Brownsville,MD,South
62633,89748.0,Easton,Mason,Easton,IL,Midwest
99016,89749.0,Greenacres,Spokane,Greenacres,WA,West
30180,89750.0,Villa Rica,Carroll,Villa Rica,GA,South
21264,89751.0,Baltimore,Baltimore (city),Baltimore,MD,South
36559,89752.0,Montrose,Baldwin,Montrose,AL,South
32348,89753.0,Perry,Taylor,Perry,FL,South
39817,89754.0,Bainbridge,Decatur,Bainbridge,GA,South
8755,89755.0,Toms River,Ocean,Toms River,NJ,Northeast
38954,89756.0,Sidon,Carroll,Sidon,MS,South
82244,89757.0,Yoder,Goshen,Yoder,WY,West
29706,89758.0,Chester,Chester,Chester,SC,South
27814,89759.0,Blounts Creek,Beaufort,Blounts Creek,NC,South
47732,89760.0,Evansville,Vanderburgh,Evansville,IN,Midwest
61049,89761.0,Lindenwood,Ogle,Lindenwood,IL,Midwest
33161,89762.0,Miami,Miami-Dade,Miami,FL,South
36532,17475.0,Fairhope,Baldwin,Fairhope,AL,South
45883,89763.0,Saint Henry,Mercer,Saint Henry,OH,Midwest
61920,89764.0,Charleston,Coles,Charleston,IL,Midwest
98901,89765.0,Yakima,Yakima,Yakima,WA,West
18448,89766.0,Olyphant,Lackawanna,Olyphant,PA,Northeast
60098,89767.0,Woodstock,McHenry,Woodstock,IL,Midwest
14103,89768.0,Medina,Orleans,Medina,NY,Northeast
47842,89769.0,Clinton,Vermillion,Clinton,IN,Midwest
63361,89770.0,Montgomery City,Montgomery,Montgomery City,MO,Midwest
92337,89771.0,Fontana,San Bernardino,Fontana,CA,West
40831,89772.0,Harlan,Harlan,Harlan,KY,South
94929,89773.0,Dillon Beach,Marin,Dillon Beach,CA,West
95380,89774.0,Turlock,Stanislaus,Turlock,CA,West
77318,89775.0,Willis,Montgomery,Willis,TX,South
29643,89776.0,Fair Play,Oconee,Fair Play,SC,South
41641,89777.0,Hunter,Hunter,Hunter,KY,South
40523,89778.0,Lexington,Fayette,Lexington,KY,South
95813,89779.0,Sacramento,Sacramento,Sacramento,CA,West
72612,89780.0,Bass,Bass,Bass,AR,South
25564,89781.0,Sod,Lincoln,Sod,WV,South
92127,9317.0,San Diego,San Diego,San Diego,CA,West
65244,89782.0,Clifton Hill,Randolph,Clifton Hill,MO,Midwest
32831,89783.0,Orlando,Orange,Orlando,FL,South
5077,89784.0,Tunbridge,Orange,Tunbridge,VT,Northeast
97291,89785.0,Portland,Washington,Portland,OR,West
60302,89786.0,Oak Park,Cook,Oak Park,IL,Midwest
13746,89787.0,Chenango Forks,Broome,Chenango Forks,NY,Northeast
64468,89788.0,Maryville,Nodaway,Maryville,MO,Midwest
41175,89789.0,South Shore,Greenup,South Shore,KY,South
37333,89790.0,Farner,Polk,Farner,TN,South
72462,89791.0,Reyno,Randolph,Reyno,AR,South
38820,89792.0,Algoma,Pontotoc,Algoma,MS,South
63028,89793.0,Festus,Jefferson,Festus,MO,Midwest
32348,89794.0,Perry,Taylor,Perry,FL,South
92501,89795.0,Riverside,Riverside,Riverside,CA,West
23250,89796.0,Richmond,Henrico,Richmond,VA,South
1079,89797.0,Thorndike,Hampden,Thorndike,MA,Northeast
11439,89798.0,Jamaica,Queens,Jamaica,NY,Northeast
55946,89799.0,Kenyon,Goodhue,Kenyon,MN,Midwest
38321,89800.0,Cedar Grove,Carroll,Cedar Grove,TN,South
2824,89801.0,Forestdale,Providence,Forestdale,RI,Northeast
53051,89802.0,Menomonee Falls,Waukesha,Menomonee Falls,WI,Midwest
91320,89803.0,Newbury Park,Ventura,Newbury Park,CA,West
41044,89804.0,Germantown,Bracken,Germantown,KY,South
50335,89805.0,Des Moines,Polk,Des Moines,IA,Midwest
79759,89806.0,Notrees,Ector,Notrees,TX,South
34762,89807.0,Okahumpka,Lake,Okahumpka,FL,South
6520,89808.0,New Haven,New Haven,New Haven,CT,Northeast
56358,89809.0,Ogilvie,Kanabec,Ogilvie,MN,Midwest
31796,89810.0,Warwick,Worth,Warwick,GA,South
58553,89811.0,Mckenzie,Burleigh,Mckenzie,ND,Midwest
30332,89812.0,Atlanta,Fulton,Atlanta,GA,South
49812,89813.0,Carney,Menominee,Carney,MI,Midwest
61709,89814.0,Bloomington,McLean,Bloomington,IL,Midwest
58721,89815.0,Bowbells,Burke,Bowbells,ND,Midwest
41009,89816.0,Constance,Constance,Constance,KY,South
87540,89817.0,Lamy,Santa Fe,Lamy,NM,West
64674,89818.0,Purdin,Linn,Purdin,MO,Midwest
53556,89819.0,Lone Rock,Richland,Lone Rock,WI,Midwest
92342,89820.0,Helendale,San Bernardino,Helendale,CA,West
21220,89821.0,Middle River,Baltimore,Middle River,MD,South
1606,89822.0,Worcester,Worcester,Worcester,MA,Northeast
35640,89823.0,Hartselle,Morgan,Hartselle,AL,South
70464,89824.0,Talisheek,St. Tammany,Talisheek,LA,South
67730,89825.0,Atwood,Rawlins,Atwood,KS,Midwest
2109,89826.0,Boston,Suffolk,Boston,MA,Northeast
64136,89827.0,Kansas City,Jackson,Kansas City,MO,Midwest
44862,89828.0,Ontario,Richland,Ontario,OH,Midwest
58620,89829.0,Amidon,Slope,Amidon,ND,Midwest
75689,89830.0,Selman City,Rusk,Selman City,TX,South
25972,89831.0,Leslie,Greenbrier,Leslie,WV,South
34755,89832.0,Minneola,Lake,Minneola,FL,South
23092,89833.0,Locust Hill,Middlesex,Locust Hill,VA,South
65354,89834.0,Syracuse,Morgan,Syracuse,MO,Midwest
50271,89835.0,Williams,Hamilton,Williams,IA,Midwest
91117,89836.0,Pasadena,Los Angeles,Pasadena,CA,West
10132,89837.0,New York City,New York,New York City,NY,Northeast
32131,89838.0,East Palatka,Putnam,East Palatka,FL,South
18962,89839.0,Silverdale,Bucks,Silverdale,PA,Northeast
82902,89840.0,Rock Springs,Sweetwater,Rock Springs,WY,West
99020,89841.0,Marshall,Spokane,Marshall,WA,West
55114,89842.0,Saint Paul,Ramsey,Saint Paul,MN,Midwest
13842,89843.0,South Kortright,Delaware,South Kortright,NY,Northeast
19529,89844.0,Kempton,Berks,Kempton,PA,Northeast
2026,89845.0,Dedham,Norfolk,Dedham,MA,Northeast
51343,89846.0,Greenville,Clay,Greenville,IA,Midwest
51465,89847.0,Vail,Crawford,Vail,IA,Midwest
14673,89848.0,Rochester,Monroe,Rochester,NY,Northeast
43054,89849.0,New Albany,Franklin,New Albany,OH,Midwest
56137,89850.0,Heron Lake,Jackson,Heron Lake,MN,Midwest
82943,89851.0,Reliance,Sweetwater,Reliance,WY,West
19421,89852.0,Birchrunville,Chester,Birchrunville,PA,Northeast
78551,89853.0,Harlingen,Cameron,Harlingen,TX,South
32277,89854.0,Jacksonville,Duval,Jacksonville,FL,South
72414,89855.0,Black Oak,Craighead,Black Oak,AR,South
10021,89856.0,New York City,New York,New York City,NY,Northeast
95501,89857.0,Eureka,Humboldt,Eureka,CA,West
60416,89858.0,Coal City,Grundy,Coal City,IL,Midwest
15931,89859.0,Ebensburg,Cambria,Ebensburg,PA,Northeast
77882,89860.0,Wheelock,Robertson,Wheelock,TX,South
89702,89861.0,Carson City,Carson City (city),Carson City,NV,West
57629,89862.0,Glad Valley,Ziebach,Glad Valley,SD,Midwest
22652,89863.0,Fort Valley,Shenandoah,Fort Valley,VA,South
59212,89864.0,Bainville,Roosevelt,Bainville,MT,West
95436,89865.0,Forestville,Sonoma,Forestville,CA,West
58531,89866.0,Coleharbor,McLean,Coleharbor,ND,Midwest
37863,89867.0,Pigeon Forge,Sevier,Pigeon Forge,TN,South
98025,89868.0,Hobart,King,Hobart,WA,West
63739,89869.0,Burfordville,Cape Girardeau,Burfordville,MO,Midwest
27640,89870.0,Raleigh,Wake,Raleigh,NC,South
33257,89871.0,Miami,Miami-Dade,Miami,FL,South
26808,15587.0,High View,Hampshire,High View,WV,South
61911,89872.0,Arthur,Douglas,Arthur,IL,Midwest
80502,89873.0,Longmont,Boulder,Longmont,CO,West
42722,89874.0,Canmer,Hart,Canmer,KY,South
99219,89875.0,Spokane,Spokane,Spokane,WA,West
57315,89876.0,Avon,Bon Homme,Avon,SD,Midwest
50160,89877.0,Martensdale,Warren,Martensdale,IA,Midwest
24094,89878.0,Goldbond,Giles,Goldbond,VA,South
50833,89879.0,Bedford,Taylor,Bedford,IA,Midwest
8620,89880.0,Trenton,Mercer,Trenton,NJ,Northeast
2637,89881.0,Cummaquid,Barnstable,Cummaquid,MA,Northeast
1890,89882.0,Winchester,Middlesex,Winchester,MA,Northeast
36615,89883.0,Mobile,Mobile,Mobile,AL,South
54772,89884.0,Wheeler,Dunn,Wheeler,WI,Midwest
85382,89885.0,Peoria,Maricopa,Peoria,AZ,West
38558,89886.0,Crossville,Cumberland,Crossville,TN,South
21029,89887.0,Clarksville,Howard,Clarksville,MD,South
45428,15075.0,Dayton,Montgomery,Dayton,OH,Midwest
77598,89888.0,Webster,Harris,Webster,TX,South
34656,44071.0,New Port Richey,Pasco,New Port Richey,FL,South
89145,89889.0,Las Vegas,Clark,Las Vegas,NV,West
25362,89890.0,Charleston,Kanawha,Charleston,WV,South
93036,89891.0,Oxnard,Ventura,Oxnard,CA,West
6432,24517.0,Fairfield,Fairfield,Fairfield,CT,Northeast
76299,89892.0,Roanoke,Denton,Roanoke,TX,South
15225,89893.0,Pittsburgh,Allegheny,Pittsburgh,PA,Northeast
64093,89894.0,Warrensburg,Johnson,Warrensburg,MO,Midwest
72033,89895.0,Conway,Faulkner,Conway,AR,South
72739,89896.0,Hiwasse,Benton,Hiwasse,AR,South
86330,89897.0,Iron Springs,Yavapai,Iron Springs,AZ,West
4851,89898.0,Matinicus,Knox,Matinicus,ME,Northeast
7722,89899.0,Colts Neck,Monmouth,Colts Neck,NJ,Northeast
19609,89900.0,Reading,Berks,Reading,PA,Northeast
67037,89901.0,Derby,Sedgwick,Derby,KS,Midwest
96052,89902.0,Lewiston,Trinity,Lewiston,CA,West
55386,89903.0,Victoria,Carver,Victoria,MN,Midwest
78275,89904.0,San Antonio,Bexar,San Antonio,TX,South
37058,89905.0,Dover,Stewart,Dover,TN,South
30331,89906.0,Atlanta,Fulton,Atlanta,GA,South
20502,89907.0,Washington,District of Columbia,Washington,DC,South
61650,89908.0,Peoria,Peoria,Peoria,IL,Midwest
97525,89909.0,Gold Hill,Jackson,Gold Hill,OR,West
19319,89910.0,Cheyney,Delaware,Cheyney,PA,Northeast
84654,34372.0,Salina,Sevier,Salina,UT,West
12040,89911.0,Cherry Plain,Rensselaer,Cherry Plain,NY,Northeast
29018,56006.0,Bowman,Orangeburg,Bowman,SC,South
89714,89912.0,Carson City,Carson City (city),Carson City,NV,West
76491,89913.0,Woodson,Throckmorton,Woodson,TX,South
94567,89914.0,Pope Valley,Napa,Pope Valley,CA,West
68405,89915.0,Milford,Seward,Milford,NE,Midwest
10199,89916.0,New York City,New York,New York City,NY,Northeast
37018,89917.0,Beechgrove,Coffee,Beechgrove,TN,South
23188,89918.0,Williamsburg,James City,Williamsburg,VA,South
73544,57808.0,Gould,Harmon,Gould,OK,South
68745,89919.0,Laurel,Cedar,Laurel,NE,Midwest
92088,89920.0,Fallbrook,San Diego,Fallbrook,CA,West
50666,89921.0,Plainfield,Bremer,Plainfield,IA,Midwest
84128,89922.0,Salt Lake City,Salt Lake,Salt Lake City,UT,West
4075,89923.0,Sebago Lake,Cumberland,Sebago Lake,ME,Northeast
38935,89924.0,Greenwood,Leflore,Greenwood,MS,South
30411,89925.0,Alamo,Wheeler,Alamo,GA,South
99324,89926.0,College Place,Walla Walla,College Place,WA,West
80279,89927.0,Denver,Denver,Denver,CO,West
74464,89928.0,Tahlequah,Cherokee,Tahlequah,OK,South
99727,89929.0,Buckland,Northwest Arctic,Buckland,AK,West
97417,89930.0,Canyonville,Douglas,Canyonville,OR,West
54440,89931.0,Hatley,Marathon,Hatley,WI,Midwest
49239,89932.0,Frontier,Hillsdale,Frontier,MI,Midwest
18441,89933.0,Lenoxville,Susquehanna,Lenoxville,PA,Northeast
40361,89934.0,Paris,Bourbon,Paris,KY,South
85060,89935.0,Phoenix,Maricopa,Phoenix,AZ,West
35581,89936.0,Phil Campbell,Franklin,Phil Campbell,AL,South
58440,89937.0,Fredonia,Logan,Fredonia,ND,Midwest
19363,89938.0,Oxford,Chester,Oxford,PA,Northeast
67479,89939.0,Smolan,Smolan,Smolan,KS,Midwest
31501,89940.0,Waycross,Ware,Waycross,GA,South
36316,89941.0,Chancellor,Geneva,Chancellor,AL,South
37090,89942.0,Lebanon,Wilson,Lebanon,TN,South
23463,89943.0,Virginia Beach,Virginia Beach (city),Virginia Beach,VA,South
58361,89944.0,Pekin,Nelson,Pekin,ND,Midwest
73115,89945.0,Oklahoma City,Oklahoma,Oklahoma City,OK,South
37229,89946.0,Nashville,Davidson,Nashville,TN,South
84012,89947.0,Bridgeland,Bridgeland,Bridgeland,UT,West
70183,89948.0,New Orleans,Jefferson,New Orleans,LA,South
31759,89949.0,Iron City,Seminole,Iron City,GA,South
76888,89950.0,Voss,Coleman,Voss,TX,South
29922,89951.0,Garnett,Hampton,Garnett,SC,South
39356,89952.0,Rose Hill,Jasper,Rose Hill,MS,South
83330,89953.0,Gooding,Gooding,Gooding,ID,West
47840,89954.0,Centerpoint,Clay,Centerpoint,IN,Midwest
44201,89955.0,Atwater,Portage,Atwater,OH,Midwest
61439,89956.0,Henderson,Knox,Henderson,IL,Midwest
41091,89957.0,Union,Boone,Union,KY,South
55569,89958.0,Osseo,Hennepin,Osseo,MN,Midwest
48371,89959.0,Oxford,Oakland,Oxford,MI,Midwest
63432,89960.0,Arbela,Scotland,Arbela,MO,Midwest
31006,89961.0,Butler,Taylor,Butler,GA,South
40312,89962.0,Clay City,Powell,Clay City,KY,South
84759,89963.0,Panguitch,Garfield,Panguitch,UT,West
97016,89964.0,Clatskanie,Columbia,Clatskanie,OR,West
10458,89965.0,Bronx,Bronx,Bronx,NY,Northeast
59638,89966.0,Jefferson City,Jefferson,Jefferson City,MT,West
24899,89967.0,Yukon,McDowell,Yukon,WV,South
29502,89968.0,Florence,Florence,Florence,SC,South
50521,89969.0,Burnside,Webster,Burnside,IA,Midwest
6460,89970.0,Milford,New Haven,Milford,CT,Northeast
50530,89971.0,Dayton,Webster,Dayton,IA,Midwest
59719,89972.0,Bozeman,Gallatin,Bozeman,MT,West
68001,89973.0,Abie,Butler,Abie,NE,Midwest
80005,89974.0,Arvada,Jefferson,Arvada,CO,West
92169,89975.0,San Diego,San Diego,San Diego,CA,West
20570,89976.0,Washington,District of Columbia,Washington,DC,South
91771,89977.0,Rosemead,Los Angeles,Rosemead,CA,West
32026,89978.0,Raiford,Raiford,Raiford,FL,South
79785,89979.0,Toyah,Reeves,Toyah,TX,South
48159,89980.0,Maybee,Monroe,Maybee,MI,Midwest
67566,89981.0,Partridge,Reno,Partridge,KS,Midwest
14880,89982.0,Scio,Allegany,Scio,NY,Northeast
94805,89983.0,Richmond,Contra Costa,Richmond,CA,West
28106,89984.0,Matthews,Mecklenburg,Matthews,NC,South
85192,89985.0,Winkelman,Gila,Winkelman,AZ,West
14110,89986.0,North Boston,Erie,North Boston,NY,Northeast
20158,89987.0,Hamilton,Loudoun,Hamilton,VA,South
48890,89988.0,Sunfield,Eaton,Sunfield,MI,Midwest
46567,89989.0,Syracuse,Kosciusko,Syracuse,IN,Midwest
39661,89990.0,Roxie,Franklin,Roxie,MS,South
70654,89991.0,Mittie,Allen,Mittie,LA,South
43150,89992.0,Rushville,Fairfield,Rushville,OH,Midwest
78228,89993.0,San Antonio,Bexar,San Antonio,TX,South
34741,89994.0,Kissimmee,Osceola,Kissimmee,FL,South
99548,89995.0,Chignik Lake,Lake and Peninsula,Chignik Lake,AK,West
54020,89996.0,Osceola,Polk,Osceola,WI,Midwest
42702,89997.0,Elizabethtown,Hardin,Elizabethtown,KY,South
55769,89998.0,Nashwauk,Itasca,Nashwauk,MN,Midwest
64060,89999.0,Kearney,Clay,Kearney,MO,Midwest
57375,90000.0,Stickney,Aurora,Stickney,SD,Midwest
15822,90001.0,Brandy Camp,Elk,Brandy Camp,PA,Northeast
93701,90002.0,Fresno,Fresno,Fresno,CA,West
64166,90003.0,Kansas City,Clay,Kansas City,MO,Midwest
53506,90004.0,Avoca,Iowa,Avoca,WI,Midwest
98191,90005.0,Seattle,King,Seattle,WA,West
52621,90006.0,Crawfordsville,Washington,Crawfordsville,IA,Midwest
19504,90007.0,Barto,Berks,Barto,PA,Northeast
62761,90008.0,Springfield,Sangamon,Springfield,IL,Midwest
54941,90009.0,Green Lake,Green Lake,Green Lake,WI,Midwest
14480,90010.0,Lakeville,Livingston,Lakeville,NY,Northeast
21749,90011.0,Hagerstown,Washington,Hagerstown,MD,South
37011,90012.0,Antioch,Davidson,Antioch,TN,South
84046,10315.0,Manila,Daggett,Manila,UT,West
66948,90013.0,Jamestown,Cloud,Jamestown,KS,Midwest
81010,90014.0,Pueblo,Pueblo,Pueblo,CO,West
50576,90015.0,Rembrandt,Buena Vista,Rembrandt,IA,Midwest
13756,90016.0,East Branch,Delaware,East Branch,NY,Northeast
50122,90017.0,Hubbard,Hardin,Hubbard,IA,Midwest
35205,90018.0,Birmingham,Jefferson,Birmingham,AL,South
31822,90019.0,Pine Mountain,Harris,Pine Mountain,GA,South
78782,90020.0,Austin,Travis,Austin,TX,South
89023,90021.0,Mercury,Nye,Mercury,NV,West
32448,90022.0,Marianna,Jackson,Marianna,FL,South
6052,90023.0,New Britain,Hartford,New Britain,CT,Northeast
75404,90024.0,Greenville,Hunt,Greenville,TX,South
91505,90025.0,Burbank,Los Angeles,Burbank,CA,West
62946,90026.0,Harrisburg,Saline,Harrisburg,IL,Midwest
43271,90027.0,Columbus,Franklin,Columbus,OH,Midwest
50172,90028.0,Montezuma,Montezuma,Montezuma,IA,Midwest
92232,90029.0,Calexico,Imperial,Calexico,CA,West
49412,90030.0,Fremont,Newaygo,Fremont,MI,Midwest
45363,90031.0,Russia,Shelby,Russia,OH,Midwest
80535,90032.0,Laporte,Larimer,Laporte,CO,West
49626,90033.0,Eastlake,Manistee,Eastlake,MI,Midwest
30142,90034.0,Holly Springs,Cherokee,Holly Springs,GA,South
33572,90035.0,Apollo Beach,Hillsborough,Apollo Beach,FL,South
74015,90036.0,Catoosa,Rogers,Catoosa,OK,South
53051,90037.0,Menomonee Falls,Waukesha,Menomonee Falls,WI,Midwest
65332,90038.0,Green Ridge,Pettis,Green Ridge,MO,Midwest
53571,90039.0,Morrisonville,Dane,Morrisonville,WI,Midwest
56027,90040.0,Elmore,Faribault,Elmore,MN,Midwest
13495,90041.0,Yorkville,Oneida,Yorkville,NY,Northeast
54934,90042.0,Eureka,Winnebago,Eureka,WI,Midwest
78161,90043.0,Sutherland Springs,Wilson,Sutherland Springs,TX,South
79024,90044.0,Darrouzett,Lipscomb,Darrouzett,TX,South
54545,90045.0,Manitowish Waters,Vilas,Manitowish Waters,WI,Midwest
13682,90046.0,Rodman,Jefferson,Rodman,NY,Northeast
12226,90047.0,Albany,Albany,Albany,NY,Northeast
45314,90048.0,Cedarville,Greene,Cedarville,OH,Midwest
92515,90049.0,Riverside,Riverside,Riverside,CA,West
99333,90050.0,Hooper,Whitman,Hooper,WA,West
94930,90051.0,Fairfax,Marin,Fairfax,CA,West
35956,90052.0,Boaz,Marshall,Boaz,AL,South
48817,90053.0,Corunna,Shiawassee,Corunna,MI,Midwest
81323,90054.0,Dolores,Montezuma,Dolores,CO,West
94565,90055.0,Pittsburg,Contra Costa,Pittsburg,CA,West
47160,90056.0,New Middletown,Harrison,New Middletown,IN,Midwest
60186,90057.0,West Chicago,DuPage,West Chicago,IL,Midwest
55956,90058.0,Mazeppa,Wabasha,Mazeppa,MN,Midwest
41777,90059.0,Yeaddiss,Leslie,Yeaddiss,KY,South
84643,90060.0,Mayfield,Sanpete,Mayfield,UT,West
78057,90061.0,Moore,Frio,Moore,TX,South
98590,90062.0,Tokeland,Pacific,Tokeland,WA,West
58474,90063.0,Oakes,Dickey,Oakes,ND,Midwest
55430,90064.0,Minneapolis,Hennepin,Minneapolis,MN,Midwest
48929,90065.0,Lansing,Ingham,Lansing,MI,Midwest
1966,90066.0,Rockport,Essex,Rockport,MA,Northeast
20372,90067.0,Washington,District of Columbia,Washington,DC,South
38871,90068.0,Thaxton,Pontotoc,Thaxton,MS,South
29114,90069.0,Olanta,Florence,Olanta,SC,South
63130,27440.0,Saint Louis,St. Louis,Saint Louis,MO,Midwest
4275,90070.0,Roxbury,Oxford,Roxbury,ME,Northeast
87196,90071.0,Albuquerque,Bernalillo,Albuquerque,NM,West
91764,90072.0,Ontario,San Bernardino,Ontario,CA,West
3749,90073.0,Enfield Center,Grafton,Enfield Center,NH,Northeast
25357,90074.0,Charleston,Kanawha,Charleston,WV,South
21672,90075.0,Toddville,Dorchester,Toddville,MD,South
93403,90076.0,San Luis Obispo,San Luis Obispo,San Luis Obispo,CA,West
30833,54000.0,Wrens,Jefferson,Wrens,GA,South
83636,90077.0,Letha,Gem,Letha,ID,West
11213,90078.0,Brooklyn,Kings,Brooklyn,NY,Northeast
88902,90079.0,Winchester,Winchester,Winchester,NV,West
49947,90080.0,Marenisco,Gogebic,Marenisco,MI,Midwest
78102,2521.0,Beeville,Bee,Beeville,TX,South
17850,90081.0,Montandon,Northumberland,Montandon,PA,Northeast
25981,90082.0,Quinwood,Greenbrier,Quinwood,WV,South
96162,90083.0,Truckee,Nevada,Truckee,CA,West
99329,90084.0,Dixie,Walla Walla,Dixie,WA,West
54669,90085.0,West Salem,La Crosse,West Salem,WI,Midwest
65053,90086.0,Lohman,Cole,Lohman,MO,Midwest
63760,90087.0,Leopold,Bollinger,Leopold,MO,Midwest
92676,90088.0,Silverado,Orange,Silverado,CA,West
94302,90089.0,Palo Alto,Santa Clara,Palo Alto,CA,West
54701,90090.0,Eau Claire,Eau Claire,Eau Claire,WI,Midwest
